Index,Score,Rolling avg score
118,0.000,0.007
119,0.000,0.007
120,0.000,0.007
121,0.000,0.007
122,0.000,0.007
123,0.000,0.007
124,0.000,0.007
125,0.000,0.007
126,0.000,0.007
127,0.000,0.007
128,0.000,0.007
129,0.000,0.007
130,0.000,0.007
131,0.000,0.007
132,0.000,0.007
133,0.000,0.007
134,0.000,0.007
135,0.000,0.007
136,0.000,0.007
137,0.000,0.007
138,0.000,0.007
139,0.000,0.007
140,0.000,0.007
141,0.000,0.007
142,0.000,0.007
143,0.000,0.007
144,0.000,0.007
145,0.000,0.007
146,0.000,0.007
147,0.000,0.007
148,0.000,0.007
149,0.000,0.007
150,0.000,0.007
151,0.000,0.007
152,0.000,0.007
153,0.000,0.007
154,0.000,0.007
155,0.000,0.007
156,0.000,0.007
157,0.000,0.007
158,0.000,0.007
159,0.000,0.007
160,0.000,0.007
161,0.000,0.007
162,0.000,0.007
163,0.000,0.007
164,0.000,0.007
165,0.000,0.007
166,0.000,0.007
167,0.000,0.007
168,0.000,0.007
169,0.000,0.007
170,0.000,0.007
171,0.000,0.007
172,0.000,0.007
173,0.000,0.007
174,0.000,0.007
175,0.000,0.007
176,0.000,0.007
177,0.000,0.007
178,0.000,0.007
179,0.000,0.007
180,0.000,0.007
181,0.000,0.007
182,0.000,0.007
183,0.000,0.007
184,0.000,0.007
185,0.000,0.007
186,0.000,0.007
187,0.000,0.007
188,0.000,0.007
189,0.000,0.007
190,0.000,0.007
191,0.000,0.007
192,0.000,0.007
193,0.000,0.007
194,0.000,0.007
195,0.000,0.006
196,0.000,0.006
197,0.000,0.005
198,0.000,0.005
199,0.000,0.004
200,0.000,0.004
201,0.000,0.004
202,0.000,0.004
203,0.000,0.004
204,0.000,0.003
205,0.000,0.002
206,0.000,0.002
207,0.000,0.002
208,0.000,0.002
209,0.000,0.002
210,0.000,0.002
211,0.000,0.000
212,0.000,0.000
213,0.000,0.000
214,0.000,0.000
215,0.000,0.000
216,0.000,0.000
217,0.000,0.000
218,0.000,0.000
219,0.000,0.000
220,0.000,0.000
221,0.000,0.000
222,0.000,0.000
223,0.000,0.000
224,0.000,0.000
225,0.000,0.000
226,0.000,0.000
227,0.000,0.000
228,0.000,0.000
229,0.000,0.000
230,0.000,0.000
231,0.000,0.000
232,0.000,0.000
233,0.000,0.000
234,0.000,0.000
235,0.000,0.000
236,0.000,0.000
237,0.000,0.000
238,0.000,0.000
239,0.000,0.000
240,0.000,0.000
241,0.000,0.000
242,0.000,0.000
243,0.000,0.000
244,0.000,0.000
245,0.000,0.000
246,0.000,0.000
247,0.000,0.000
248,0.000,0.000
249,0.000,0.000
250,0.000,0.000
251,0.000,0.000
252,0.000,0.000
253,0.000,0.000
254,0.000,0.000
255,0.000,0.000
256,0.000,0.000
257,0.000,0.000
258,0.000,0.000
259,0.000,0.000
260,0.000,0.000
261,0.000,0.000
262,0.000,0.000
263,0.000,0.000
264,0.000,0.000
265,0.000,0.000
266,0.000,0.000
267,0.000,0.000
268,0.000,0.000
269,0.000,0.000
270,0.000,0.000
271,0.000,0.000
272,0.000,0.000
273,0.000,0.000
274,0.000,0.000
275,0.000,0.000
276,0.000,0.000
277,0.000,0.000
278,0.000,0.000
279,0.000,0.000
280,0.000,0.000
281,0.000,0.000
282,0.000,0.000
283,0.000,0.000
284,0.000,0.000
285,0.000,0.000
286,0.000,0.000
287,0.000,0.000
288,0.000,0.000
289,0.000,0.000
290,0.000,0.000
291,0.000,0.000
292,0.000,0.000
293,0.000,0.000
294,0.000,0.000
295,0.000,0.000
296,0.000,0.000
297,0.000,0.000
298,0.000,0.000
299,0.000,0.000
300,0.000,0.000
301,0.000,0.000
302,0.000,0.000
303,0.000,0.000
304,0.000,0.000
305,0.000,0.000
306,0.000,0.000
307,0.000,0.000
308,0.000,0.000
309,0.000,0.000
310,0.000,0.000
311,0.000,0.000
312,0.000,0.000
313,0.000,0.000
314,0.000,0.000
315,0.000,0.000
316,0.000,0.000
317,0.000,0.000
318,0.000,0.000
319,0.000,0.000
320,0.000,0.000
321,0.000,0.000
322,0.000,0.000
323,0.000,0.000
324,0.000,0.000
325,0.000,0.000
326,0.000,0.000
327,0.000,0.000
328,0.000,0.000
329,0.000,0.000
330,0.000,0.000
331,0.000,0.000
332,0.000,0.000
333,0.000,0.000
334,0.090,0.001
335,0.000,0.001
336,0.000,0.001
337,0.000,0.001
338,0.000,0.001
339,0.000,0.001
340,0.000,0.001
341,0.190,0.003
342,0.000,0.003
343,0.000,0.003
344,0.000,0.003
345,0.000,0.003
346,0.000,0.003
347,0.000,0.003
348,0.000,0.003
349,0.000,0.003
350,0.000,0.003
351,0.000,0.003
352,0.000,0.003
353,0.000,0.003
354,0.000,0.003
355,0.000,0.003
356,0.000,0.003
357,0.000,0.003
358,0.000,0.003
359,0.000,0.003
360,0.000,0.003
361,0.000,0.003
362,0.000,0.003
363,0.000,0.003
364,0.000,0.003
365,0.000,0.003
366,0.000,0.003
367,0.000,0.003
368,0.100,0.004
369,0.000,0.004
370,0.000,0.004
371,0.000,0.004
372,0.090,0.005
373,0.090,0.006
374,0.000,0.006
375,0.000,0.006
376,0.000,0.006
377,0.090,0.007
378,0.000,0.007
379,0.090,0.007
380,0.000,0.007
381,0.000,0.007
382,0.000,0.007
383,0.000,0.007
384,0.000,0.007
385,0.000,0.007
386,0.000,0.007
387,0.000,0.007
388,0.000,0.007
389,0.100,0.008
390,0.000,0.008
391,0.100,0.009
392,0.000,0.009
393,0.000,0.009
394,0.000,0.009
395,0.000,0.009
396,0.000,0.009
397,0.000,0.009
398,0.000,0.009
399,0.000,0.009
400,0.000,0.009
401,0.000,0.009
402,0.100,0.010
403,0.000,0.010
404,0.000,0.010
405,0.000,0.010
406,0.000,0.010
407,0.000,0.010
408,0.000,0.010
409,0.000,0.010
410,0.000,0.010
411,0.000,0.010
412,0.000,0.010
413,0.000,0.010
414,0.090,0.011
415,0.090,0.012
416,0.100,0.013
417,0.000,0.013
418,0.000,0.013
419,0.000,0.013
420,0.000,0.013
421,0.000,0.013
422,0.000,0.013
423,0.000,0.013
424,0.000,0.013
425,0.000,0.013
426,0.000,0.013
427,0.000,0.013
428,0.000,0.013
429,0.000,0.013
430,0.000,0.013
431,0.100,0.014
432,0.000,0.014
433,0.000,0.014
434,0.000,0.013
435,0.000,0.013
436,0.000,0.013
437,0.000,0.013
438,0.000,0.013
439,0.000,0.013
440,0.000,0.013
441,0.000,0.011
442,0.000,0.011
443,0.000,0.011
444,0.000,0.011
445,0.000,0.011
446,0.000,0.011
447,0.000,0.011
448,0.000,0.011
449,0.000,0.011
450,0.000,0.011
451,0.000,0.011
452,0.000,0.011
453,0.000,0.011
454,0.000,0.011
455,0.000,0.011
456,0.000,0.011
457,0.000,0.011
458,0.000,0.011
459,0.000,0.011
460,0.000,0.011
461,0.000,0.011
462,0.000,0.011
463,0.000,0.011
464,0.000,0.011
465,0.000,0.011
466,0.000,0.011
467,0.000,0.011
468,0.000,0.010
469,0.000,0.010
470,0.000,0.010
471,0.000,0.010
472,0.000,0.010
473,0.100,0.010
474,0.090,0.011
475,0.000,0.011
476,0.000,0.011
477,0.000,0.010
478,0.000,0.010
479,0.000,0.009
480,0.000,0.009
481,0.000,0.009
482,0.000,0.009
483,0.000,0.009
484,0.100,0.010
485,0.000,0.010
486,0.000,0.010
487,0.000,0.010
488,0.000,0.010
489,0.000,0.009
490,0.000,0.009
491,0.000,0.008
492,0.000,0.008
493,0.000,0.008
494,0.000,0.008
495,0.000,0.008
496,0.000,0.008
497,0.100,0.009
498,0.000,0.009
499,0.000,0.009
500,0.000,0.009
501,0.000,0.009
502,0.000,0.008
503,0.000,0.008
504,0.090,0.009
505,0.000,0.009
506,0.090,0.010
507,0.000,0.010
508,0.000,0.010
509,0.000,0.010
510,0.000,0.010
511,0.000,0.010
512,0.000,0.010
513,0.000,0.010
514,0.000,0.009
515,0.000,0.008
516,0.000,0.007
517,0.000,0.007
518,0.000,0.007
519,0.000,0.007
520,0.000,0.007
521,0.000,0.007
522,0.000,0.007
523,0.000,0.007
524,0.000,0.007
525,0.000,0.007
526,0.000,0.007
527,0.000,0.007
528,0.000,0.007
529,0.000,0.007
530,0.000,0.007
531,0.000,0.006
532,0.000,0.006
533,0.000,0.006
534,0.000,0.006
535,0.000,0.006
536,0.000,0.006
537,0.000,0.006
538,0.000,0.006
539,0.000,0.006
540,0.000,0.006
541,0.000,0.006
542,0.000,0.006
543,0.000,0.006
544,0.000,0.006
545,0.000,0.006
546,0.000,0.006
547,0.000,0.006
548,0.000,0.006
549,0.000,0.006
550,0.000,0.006
551,0.000,0.006
552,0.000,0.006
553,0.000,0.006
554,0.000,0.006
555,0.000,0.006
556,0.000,0.006
557,0.000,0.006
558,0.000,0.006
559,0.000,0.006
560,0.000,0.006
561,0.000,0.006
562,0.000,0.006
563,0.000,0.006
564,0.000,0.006
565,0.000,0.006
566,0.000,0.006
567,0.000,0.006
568,0.000,0.006
569,0.000,0.006
570,0.000,0.006
571,0.000,0.006
572,0.000,0.006
573,0.000,0.005
574,0.000,0.004
575,0.000,0.004
576,0.000,0.004
577,0.000,0.004
578,0.000,0.004
579,0.000,0.004
580,0.000,0.004
581,0.000,0.004
582,0.000,0.004
583,0.000,0.004
584,0.000,0.003
585,0.000,0.003
586,0.000,0.003
587,0.000,0.003
588,0.000,0.003
589,0.000,0.003
590,0.000,0.003
591,0.000,0.003
592,0.000,0.003
593,0.100,0.004
594,0.000,0.004
595,0.000,0.004
596,0.000,0.004
597,0.000,0.003
598,0.000,0.003
599,0.000,0.003
600,0.000,0.003
601,0.000,0.003
602,0.000,0.003
603,0.000,0.003
604,0.000,0.002
605,0.000,0.002
606,0.000,0.001
607,0.000,0.001
608,0.000,0.001
609,0.000,0.001
610,0.000,0.001
611,0.000,0.001
612,0.000,0.001
613,0.000,0.001
614,0.000,0.001
615,0.000,0.001
616,0.000,0.001
617,0.000,0.001
618,0.000,0.001
619,0.000,0.001
620,0.000,0.001
621,0.000,0.001
622,0.000,0.001
623,0.000,0.001
624,0.000,0.001
625,0.000,0.001
626,0.000,0.001
627,0.000,0.001
628,0.000,0.001
629,0.000,0.001
630,0.000,0.001
631,0.000,0.001
632,0.000,0.001
633,0.000,0.001
634,0.000,0.001
635,0.000,0.001
636,0.000,0.001
637,0.000,0.001
638,0.000,0.001
639,0.000,0.001
640,0.000,0.001
641,0.000,0.001
642,0.000,0.001
643,0.000,0.001
644,0.000,0.001
645,0.090,0.002
646,0.000,0.002
647,0.090,0.003
648,0.000,0.003
649,0.000,0.003
650,0.000,0.003
651,0.000,0.003
652,0.000,0.003
653,0.000,0.003
654,0.000,0.003
655,0.090,0.004
656,0.000,0.004
657,0.100,0.005
658,0.000,0.005
659,0.000,0.005
660,0.000,0.005
661,0.000,0.005
662,0.000,0.005
663,0.000,0.005
664,0.000,0.005
665,0.000,0.005
666,0.100,0.006
667,0.000,0.006
668,0.000,0.006
669,0.000,0.006
670,0.000,0.006
671,0.000,0.006
672,0.000,0.006
673,0.000,0.006
674,0.000,0.006
675,0.000,0.006
676,0.000,0.006
677,0.000,0.006
678,0.000,0.006
679,0.000,0.006
680,0.100,0.007
681,0.000,0.007
682,0.000,0.007
683,0.000,0.007
684,0.000,0.007
685,0.000,0.007
686,0.000,0.007
687,0.000,0.007
688,0.000,0.007
689,0.000,0.007
690,0.000,0.007
691,0.000,0.007
692,0.000,0.007
693,0.000,0.006
694,0.100,0.007
695,0.090,0.008
696,0.100,0.009
697,0.000,0.009
698,0.100,0.010
699,0.000,0.010
700,0.100,0.011
701,0.100,0.012
702,0.090,0.013
703,0.090,0.013
704,0.100,0.014
705,0.000,0.014
706,0.000,0.014
707,0.090,0.015
708,0.100,0.016
709,0.100,0.017
710,0.090,0.018
711,0.100,0.019
712,0.000,0.019
713,0.000,0.019
714,0.000,0.019
715,0.100,0.020
716,0.000,0.020
717,0.000,0.020
718,0.000,0.020
719,0.000,0.020
720,0.100,0.021
721,0.000,0.021
722,0.000,0.021
723,0.000,0.021
724,0.000,0.021
725,0.000,0.021
726,0.000,0.021
727,0.000,0.021
728,0.000,0.021
729,0.000,0.021
730,0.000,0.021
731,0.090,0.022
732,0.000,0.022
733,0.000,0.022
734,0.000,0.022
735,0.090,0.023
736,0.000,0.023
737,0.100,0.024
738,0.000,0.024
739,0.000,0.024
740,0.000,0.024
741,0.000,0.024
742,0.090,0.025
743,0.000,0.025
744,0.100,0.026
745,0.000,0.025
746,0.000,0.025
747,0.000,0.024
748,0.090,0.025
749,0.000,0.025
750,0.000,0.025
751,0.100,0.026
752,0.100,0.027
753,0.000,0.027
754,0.000,0.027
755,0.090,0.027
756,0.000,0.027
757,0.000,0.026
758,0.090,0.027
759,0.100,0.028
760,0.000,0.028
761,0.000,0.028
762,0.100,0.029
763,0.100,0.030
764,0.000,0.030
765,0.000,0.030
766,0.090,0.030
767,0.100,0.031
768,0.200,0.033
769,0.000,0.033
770,0.200,0.035
771,0.000,0.035
772,0.000,0.035
773,0.000,0.035
774,0.100,0.036
775,0.000,0.036
776,0.100,0.037
777,0.100,0.038
778,0.000,0.038
779,0.100,0.039
780,0.000,0.038
781,0.000,0.038
782,0.000,0.038
783,0.000,0.038
784,0.000,0.038
785,0.000,0.038
786,0.000,0.038
787,0.090,0.039
788,0.000,0.039
789,0.000,0.039
790,0.000,0.039
791,0.000,0.039
792,0.000,0.039
793,0.000,0.039
794,0.090,0.039
795,0.000,0.038
796,0.000,0.037
797,0.000,0.037
798,0.000,0.036
799,0.000,0.036
800,0.000,0.035
801,0.100,0.035
802,0.000,0.034
803,0.000,0.033
804,0.000,0.032
805,0.000,0.032
806,0.000,0.032
807,0.000,0.031
808,0.100,0.031
809,0.000,0.030
810,0.000,0.029
811,0.000,0.028
812,0.000,0.028
813,0.000,0.028
814,0.000,0.028
815,0.090,0.028
816,0.090,0.029
817,0.090,0.030
818,0.100,0.031
819,0.000,0.031
820,0.090,0.031
821,0.100,0.032
822,0.100,0.033
823,0.100,0.034
824,0.100,0.035
825,0.090,0.036
826,0.100,0.037
827,0.000,0.037
828,0.090,0.038
829,0.100,0.039
830,0.100,0.040
831,0.000,0.039
832,0.000,0.039
833,0.000,0.039
834,0.090,0.040
835,0.100,0.040
836,0.090,0.041
837,0.090,0.040
838,0.090,0.041
839,0.090,0.042
840,0.090,0.043
841,0.090,0.044
842,0.100,0.044
843,0.090,0.045
844,0.000,0.044
845,0.100,0.045
846,0.100,0.046
847,0.090,0.047
848,0.000,0.046
849,0.090,0.047
850,0.100,0.048
851,0.100,0.048
852,0.100,0.048
853,0.000,0.048
854,0.090,0.049
855,0.090,0.049
856,0.100,0.050
857,0.090,0.051
858,0.000,0.050
859,0.090,0.050
860,0.000,0.050
861,0.100,0.051
862,0.100,0.051
863,0.090,0.051
864,0.090,0.052
865,0.000,0.052
866,0.000,0.051
867,0.090,0.051
868,0.100,0.050
869,0.090,0.050
870,0.090,0.049
871,0.000,0.049
872,0.000,0.049
873,0.000,0.049
874,0.000,0.048
875,0.090,0.049
876,0.000,0.048
877,0.000,0.047
878,0.000,0.047
879,0.090,0.047
880,0.100,0.048
881,0.100,0.049
882,0.000,0.049
883,0.000,0.049
884,0.000,0.049
885,0.000,0.049
886,0.000,0.049
887,0.100,0.049
888,0.090,0.050
889,0.000,0.050
890,0.090,0.051
891,0.090,0.052
892,0.000,0.052
893,0.000,0.052
894,0.100,0.052
895,0.090,0.053
896,0.090,0.054
897,0.100,0.055
898,0.100,0.056
899,0.000,0.056
900,0.000,0.056
901,0.000,0.055
902,0.000,0.055
903,0.000,0.055
904,0.100,0.056
905,0.000,0.056
906,0.090,0.057
907,0.000,0.057
908,0.000,0.056
909,0.000,0.056
910,0.000,0.056
911,0.000,0.056
912,0.000,0.056
913,0.090,0.057
914,0.000,0.057
915,0.000,0.056
916,0.100,0.056
917,0.090,0.056
918,0.100,0.056
919,0.000,0.056
920,0.100,0.056
921,0.000,0.055
922,0.000,0.054
923,0.000,0.053
924,0.000,0.052
925,0.100,0.052
926,0.000,0.051
927,0.000,0.051
928,0.090,0.051
929,0.100,0.051
930,0.000,0.050
931,0.090,0.051
932,0.090,0.052
933,0.090,0.053
934,0.100,0.053
935,0.100,0.053
936,0.090,0.053
937,0.000,0.052
938,0.090,0.052
939,0.000,0.051
940,0.000,0.050
941,0.100,0.050
942,0.000,0.049
943,0.000,0.048
944,0.000,0.048
945,0.000,0.047
946,0.000,0.046
947,0.100,0.046
948,0.000,0.046
949,0.000,0.046
950,0.100,0.046
951,0.100,0.046
952,0.000,0.045
953,0.090,0.045
954,0.000,0.045
955,0.100,0.045
956,0.100,0.045
957,0.100,0.045
958,0.000,0.045
959,0.000,0.044
960,0.090,0.045
961,0.000,0.044
962,0.000,0.043
963,0.000,0.042
964,0.000,0.041
965,0.000,0.041
966,0.090,0.042
967,0.000,0.041
968,0.000,0.040
969,0.100,0.040
970,0.090,0.040
971,0.100,0.041
972,0.000,0.041
973,0.190,0.043
974,0.090,0.044
975,0.100,0.044
976,0.100,0.045
977,0.000,0.045
978,0.000,0.045
979,0.000,0.044
980,0.190,0.045
981,0.000,0.044
982,0.000,0.044
983,0.090,0.045
984,0.100,0.046
985,0.000,0.046
986,0.000,0.046
987,0.100,0.046
988,0.100,0.046
989,0.000,0.046
990,0.000,0.045
991,0.000,0.044
992,0.000,0.044
993,0.000,0.044
994,0.000,0.043
995,0.000,0.042
996,0.100,0.042
997,0.100,0.042
998,0.000,0.041
999,0.090,0.042
1000,0.100,0.043
1001,0.000,0.043
1002,0.000,0.043
1003,0.000,0.043
1004,0.090,0.043
1005,0.000,0.043
1006,0.000,0.042
1007,0.000,0.042
1008,0.000,0.042
1009,0.000,0.042
1010,0.090,0.043
1011,0.000,0.043
1012,0.000,0.043
1013,0.000,0.042
1014,0.000,0.042
1015,0.000,0.042
1016,0.090,0.042
1017,0.000,0.041
1018,0.000,0.040
1019,0.100,0.041
1020,0.100,0.041
1021,0.000,0.041
1022,0.000,0.041
1023,0.000,0.041
1024,0.000,0.041
1025,0.000,0.040
1026,0.000,0.040
1027,0.200,0.042
1028,0.000,0.041
1029,0.000,0.040
1030,0.000,0.040
1031,0.090,0.040
1032,0.000,0.039
1033,0.000,0.039
1034,0.090,0.038
1035,0.100,0.038
1036,0.100,0.039
1037,0.100,0.040
1038,0.000,0.039
1039,0.090,0.040
1040,0.000,0.040
1041,0.000,0.039
1042,0.000,0.039
1043,0.100,0.040
1044,0.000,0.040
1045,0.100,0.041
1046,0.000,0.041
1047,0.000,0.040
1048,0.000,0.040
1049,0.000,0.040
1050,0.000,0.039
1051,0.090,0.038
1052,0.090,0.039
1053,0.000,0.038
1054,0.000,0.038
1055,0.000,0.037
1056,0.000,0.036
1057,0.000,0.035
1058,0.100,0.036
1059,0.000,0.036
1060,0.000,0.036
1061,0.100,0.037
1062,0.100,0.038
1063,0.100,0.039
1064,0.000,0.039
1065,0.000,0.039
1066,0.000,0.038
1067,0.000,0.038
1068,0.000,0.038
1069,0.200,0.039
1070,0.100,0.039
1071,0.000,0.038
1072,0.000,0.038
1073,0.100,0.037
1074,0.000,0.036
1075,0.000,0.035
1076,0.090,0.035
1077,0.100,0.036
1078,0.000,0.036
1079,0.000,0.036
1080,0.000,0.034
1081,0.000,0.034
1082,0.000,0.034
1083,0.000,0.033
1084,0.000,0.032
1085,0.100,0.033
1086,0.000,0.033
1087,0.000,0.032
1088,0.000,0.031
1089,0.000,0.031
1090,0.100,0.032
1091,0.000,0.032
1092,0.100,0.033
1093,0.090,0.034
1094,0.090,0.035
1095,0.090,0.036
1096,0.000,0.035
1097,0.000,0.034
1098,0.000,0.034
1099,0.000,0.033
1100,0.000,0.032
1101,0.000,0.032
1102,0.000,0.032
1103,0.000,0.032
1104,0.000,0.031
1105,0.100,0.032
1106,0.000,0.032
1107,0.100,0.033
1108,0.100,0.034
1109,0.100,0.035
1110,0.090,0.035
1111,0.000,0.035
1112,0.000,0.035
1113,0.000,0.035
1114,0.100,0.036
1115,0.000,0.036
1116,0.200,0.037
1117,0.000,0.037
1118,0.090,0.038
1119,0.000,0.037
1120,0.090,0.037
1121,0.000,0.037
1122,0.090,0.038
1123,0.000,0.038
1124,0.000,0.038
1125,0.100,0.039
1126,0.090,0.040
1127,0.000,0.038
1128,0.000,0.038
1129,0.000,0.038
1130,0.100,0.039
1131,0.100,0.039
1132,0.100,0.040
1133,0.100,0.041
1134,0.100,0.041
1135,0.000,0.040
1136,0.000,0.039
1137,0.090,0.039
1138,0.100,0.040
1139,0.100,0.040
1140,0.100,0.041
1141,0.100,0.042
1142,0.000,0.042
1143,0.000,0.041
1144,0.000,0.041
1145,0.000,0.040
1146,0.100,0.041
1147,0.100,0.042
1148,0.100,0.043
1149,0.090,0.044
1150,0.100,0.045
1151,0.100,0.045
1152,0.100,0.045
1153,0.000,0.045
1154,0.000,0.045
1155,0.100,0.046
1156,0.300,0.049
1157,0.100,0.050
1158,0.000,0.049
1159,0.100,0.050
1160,0.090,0.051
1161,0.000,0.050
1162,0.100,0.050
1163,0.000,0.049
1164,0.100,0.050
1165,0.100,0.051
1166,0.090,0.052
1167,0.100,0.053
1168,0.100,0.054
1169,0.000,0.052
1170,0.100,0.052
1171,0.000,0.052
1172,0.000,0.052
1173,0.100,0.052
1174,0.100,0.053
1175,0.090,0.054
1176,0.100,0.054
1177,0.000,0.053
1178,0.100,0.054
1179,0.090,0.055
1180,0.000,0.055
1181,0.100,0.056
1182,0.000,0.056
1183,0.200,0.058
1184,0.100,0.059
1185,0.000,0.058
1186,0.300,0.061
1187,0.100,0.062
1188,0.100,0.063
1189,0.100,0.064
1190,0.000,0.063
1191,0.000,0.063
1192,0.000,0.062
1193,0.190,0.063
1194,0.000,0.062
1195,0.100,0.062
1196,0.090,0.063
1197,0.190,0.065
1198,0.200,0.067
1199,0.000,0.067
1200,0.100,0.068
1201,0.000,0.068
1202,0.000,0.068
1203,0.000,0.068
1204,0.100,0.069
1205,0.090,0.069
1206,0.090,0.069
1207,0.100,0.069
1208,0.100,0.069
1209,0.100,0.069
1210,0.100,0.070
1211,0.200,0.072
1212,0.000,0.072
1213,0.100,0.073
1214,0.100,0.073
1215,0.100,0.074
1216,0.100,0.073
1217,0.100,0.074
1218,0.000,0.073
1219,0.200,0.075
1220,0.100,0.075
1221,0.100,0.076
1222,0.100,0.076
1223,0.100,0.077
1224,0.100,0.078
1225,0.200,0.079
1226,0.200,0.080
1227,0.100,0.081
1228,0.100,0.082
1229,0.000,0.082
1230,0.100,0.082
1231,0.200,0.083
1232,0.100,0.083
1233,0.100,0.083
1234,0.090,0.083
1235,0.100,0.084
1236,0.000,0.084
1237,0.200,0.085
1238,0.200,0.086
1239,0.200,0.087
1240,0.100,0.087
1241,0.300,0.089
1242,0.100,0.090
1243,0.000,0.090
1244,0.000,0.090
1245,0.100,0.091
1246,0.300,0.093
1247,0.100,0.093
1248,0.100,0.093
1249,0.100,0.093
1250,0.100,0.093
1251,0.100,0.093
1252,0.100,0.093
1253,0.100,0.094
1254,0.200,0.096
1255,0.400,0.099
1256,0.100,0.097
1257,0.090,0.097
1258,0.200,0.099
1259,0.000,0.098
1260,0.200,0.099
1261,0.090,0.100
1262,0.200,0.101
1263,0.190,0.103
1264,0.100,0.103
1265,0.000,0.102
1266,0.100,0.102
1267,0.000,0.101
1268,0.000,0.100
1269,0.200,0.102
1270,0.100,0.102
1271,0.000,0.102
1272,0.000,0.102
1273,0.200,0.103
1274,0.100,0.103
1275,0.500,0.107
1276,0.100,0.107
1277,0.000,0.107
1278,0.000,0.106
1279,0.100,0.106
1280,0.100,0.107
1281,0.200,0.108
1282,0.000,0.108
1283,0.100,0.107
1284,0.090,0.107
1285,0.100,0.108
1286,0.100,0.106
1287,0.200,0.107
1288,0.100,0.107
1289,0.000,0.106
1290,0.000,0.106
1291,0.000,0.106
1292,0.100,0.107
1293,0.000,0.105
1294,0.100,0.106
1295,0.090,0.106
1296,0.000,0.105
1297,0.000,0.103
1298,0.200,0.103
1299,0.000,0.103
1300,0.300,0.105
1301,0.000,0.105
1302,0.100,0.106
1303,0.000,0.106
1304,0.100,0.106
1305,0.000,0.105
1306,0.090,0.105
1307,0.100,0.105
1308,0.000,0.104
1309,0.100,0.104
1310,0.000,0.103
1311,0.000,0.101
1312,0.000,0.101
1313,0.100,0.101
1314,0.000,0.100
1315,0.000,0.099
1316,0.200,0.100
1317,0.100,0.100
1318,0.000,0.100
1319,0.100,0.099
1320,0.000,0.098
1321,0.000,0.097
1322,0.100,0.097
1323,0.100,0.097
1324,0.200,0.098
1325,0.100,0.097
1326,0.000,0.095
1327,0.100,0.095
1328,0.600,0.100
1329,0.300,0.103
1330,0.100,0.103
1331,0.400,0.105
1332,0.100,0.105
1333,0.090,0.105
1334,0.000,0.104
1335,2.100,0.124
1336,2.600,0.150
1337,0.200,0.150
1338,0.100,0.149
1339,0.100,0.148
1340,0.100,0.148
1341,0.000,0.145
1342,0.100,0.145
1343,0.100,0.146
1344,0.000,0.146
1345,0.000,0.145
1346,0.000,0.142
1347,0.000,0.141
1348,0.100,0.141
1349,0.100,0.141
1350,0.000,0.140
1351,0.000,0.139
1352,0.000,0.138
1353,0.000,0.137
1354,0.000,0.135
1355,0.190,0.133
1356,0.100,0.133
1357,0.200,0.134
1358,0.100,0.133
1359,0.000,0.133
1360,0.000,0.131
